Pair,Delta (mHz)
2.011614-1.672991,0.338623
2.012349-1.672991,0.339358
2.013230-1.672991,0.340239
2.015581-1.672991,0.342590
2.049663-1.672991,0.376673
2.056274-1.672991,0.383284
2.060388-1.672991,0.387397
2.061122-1.672991,0.388132
2.091239-1.672991,0.418248
2.095499-1.672991,0.422508
2.098584-1.672991,0.425593
2.103432-1.672991,0.430441
2.114009-1.672991,0.441018
2.136046-1.672991,0.463055
2.168806-1.672991,0.495815
2.173801-1.672991,0.500810
2.183644-1.672991,0.510653
2.208178-1.672991,0.535187
2.215964-1.672991,0.542973
2.225807-1.672991,0.552816
2.226541-1.672991,0.553550
2.277959-1.672991,0.604968
2.312923-1.672991,0.639932
2.316890-1.672991,0.643899
2.381089-1.672991,0.708098
2.416200-1.672991,0.743209
2.442496-1.672991,0.769505
2.447197-1.672991,0.774206
2.473934-1.672991,0.800944
2.494061-1.672991,0.821070
1.673725-1.673285,0.000441
1.674313-1.673285,0.001028
1.674754-1.673285,0.001469
1.675048-1.673285,0.001763
1.677251-1.673285,0.003966
1.678427-1.673285,0.005142
1.689738-1.673285,0.016454
1.694586-1.673285,0.021302
1.700610-1.673285,0.027325
1.707514-1.673285,0.034230
1.716770-1.673285,0.043485
1.717063-1.673285,0.043779
1.717504-1.673285,0.044219
1.717798-1.673285,0.044513
1.718385-1.673285,0.045101
1.720589-1.673285,0.047304
1.721617-1.673285,0.048333
1.722205-1.673285,0.048920
1.722646-1.673285,0.049361
1.724115-1.673285,0.050830
1.744829-1.673285,0.071544
1.751587-1.673285,0.078302
1.756729-1.673285,0.083444
1.757022-1.673285,0.083738
1.757463-1.673285,0.084178
1.757757-1.673285,0.084472
1.758051-1.673285,0.084766
1.758491-1.673285,0.085207
1.759079-1.673285,0.085794
1.759667-1.673285,0.086382
1.759961-1.673285,0.086676
1.760401-1.673285,0.087117
1.799626-1.673285,0.126341
1.800213-1.673285,0.126929
1.800654-1.673285,0.127369
1.800948-1.673285,0.127663
1.801389-1.673285,0.128104
1.801682-1.673285,0.128398
1.802123-1.673285,0.128839
1.802564-1.673285,0.129279
1.804180-1.673285,0.130895
1.804621-1.673285,0.131336
1.805208-1.673285,0.131924
1.805502-1.673285,0.132217
1.805796-1.673285,0.132511
1.806090-1.673285,0.132805
1.806530-1.673285,0.133246
1.809469-1.673285,0.136184
1.834296-1.673285,0.161011
1.838997-1.673285,0.165712
1.841641-1.673285,0.168357
1.842523-1.673285,0.169238
1.842964-1.673285,0.169679
1.843257-1.673285,0.169973
1.844139-1.673285,0.170854
1.845167-1.673285,0.171883
1.856773-1.673285,0.183488
1.885126-1.673285,0.211842
1.885420-1.673285,0.212135
1.885714-1.673285,0.212429
1.886008-1.673285,0.212723
1.887036-1.673285,0.213751
1.888946-1.673285,0.215661
1.889681-1.673285,0.216396
1.889974-1.673285,0.216690
1.890268-1.673285,0.216983
1.891003-1.673285,0.217718
1.921853-1.673285,0.248569
1.925526-1.673285,0.252241
1.927436-1.673285,0.254151
1.927877-1.673285,0.254592
1.928758-1.673285,0.255473
1.929052-1.673285,0.255767
1.938748-1.673285,0.265463
1.947269-1.673285,0.273984
1.969599-1.673285,0.296314
1.971949-1.673285,0.298664
1.972684-1.673285,0.299399
1.973859-1.673285,0.300574
1.974593-1.673285,0.301309
1.988403-1.673285,0.315118
1.988697-1.673285,0.315412
2.003828-1.673285,0.330544
2.011174-1.673285,0.337889
2.011614-1.673285,0.338330
2.012349-1.673285,0.339064
2.013230-1.673285,0.339946
2.015581-1.673285,0.342296
2.049663-1.673285,0.376379
2.056274-1.673285,0.382990
2.060388-1.673285,0.387103
2.061122-1.673285,0.387838
2.091239-1.673285,0.417954
2.095499-1.673285,0.422214
2.098584-1.673285,0.425299
2.103432-1.673285,0.430147
2.114009-1.673285,0.440725
2.136046-1.673285,0.462761
2.168806-1.673285,0.495521
2.173801-1.673285,0.500516
2.183644-1.673285,0.510359
2.208178-1.673285,0.534893
2.215964-1.673285,0.542679
2.225807-1.673285,0.552522
2.226541-1.673285,0.553256
2.277959-1.673285,0.604674
2.312923-1.673285,0.639638
2.316890-1.673285,0.643605
2.381089-1.673285,0.707804
2.416200-1.673285,0.742915
2.442496-1.673285,0.769211
2.447197-1.673285,0.773913
2.473934-1.673285,0.800650
2.494061-1.673285,0.820776
1.674313-1.673725,0.000588
1.674754-1.673725,0.001028
1.675048-1.673725,0.001322
1.677251-1.673725,0.003526
1.678427-1.673725,0.004701
1.689738-1.673725,0.016013
1.694586-1.673725,0.020861
1.700610-1.673725,0.026884
1.707514-1.673725,0.033789
1.716770-1.673725,0.043044
1.717063-1.673725,0.043338
1.717504-1.673725,0.043779
1.717798-1.673725,0.044072
1.718385-1.673725,0.044660
1.720589-1.673725,0.046864
1.721617-1.673725,0.047892
1.722205-1.673725,0.048480
1.722646-1.673725,0.048920
1.724115-1.673725,0.050390
1.744829-1.673725,0.071104
1.751587-1.673725,0.077861
1.756729-1.673725,0.083003
1.757022-1.673725,0.083297
1.757463-1.673725,0.083738
1.757757-1.673725,0.084032
1.758051-1.673725,0.084325
1.758491-1.673725,0.084766
1.759079-1.673725,0.085354
1.759667-1.673725,0.085941
1.759961-1.673725,0.086235
1.760401-1.673725,0.086676
1.799626-1.673725,0.125900
1.800213-1.673725,0.126488
1.800654-1.673725,0.126929
1.800948-1.673725,0.127223
1.801389-1.673725,0.127663
1.801682-1.673725,0.127957
1.802123-1.673725,0.128398
1.802564-1.673725,0.128839
1.804180-1.673725,0.130455
1.804621-1.673725,0.130895
1.805208-1.673725,0.131483
1.805502-1.673725,0.131777
1.805796-1.673725,0.132071
1.806090-1.673725,0.132364
1.806530-1.673725,0.132805
1.809469-1.673725,0.135743
1.834296-1.673725,0.160571
1.838997-1.673725,0.165272
1.841641-1.673725,0.167916
1.842523-1.673725,0.168797
1.842964-1.673725,0.169238
1.843257-1.673725,0.169532
1.844139-1.673725,0.170414
1.845167-1.673725,0.171442
1.856773-1.673725,0.183048
1.885126-1.673725,0.211401
1.885420-1.673725,0.211695
1.885714-1.673725,0.211989
1.886008-1.673725,0.212282
1.887036-1.673725,0.213311
1.888946-1.673725,0.215221
1.889681-1.673725,0.215955
1.889974-1.673725,0.216249
1.890268-1.673725,0.216543
1.891003-1.673725,0.217277
1.921853-1.673725,0.248128
1.925526-1.673725,0.251801
1.927436-1.673725,0.253711
1.927877-1.673725,0.254151
1.928758-1.673725,0.255033
1.929052-1.673725,0.255327
1.938748-1.673725,0.265022
1.947269-1.673725,0.273543
1.969599-1.673725,0.295873
1.971949-1.673725,0.298224
1.972684-1.673725,0.298958
1.973859-1.673725,0.300134
1.974593-1.673725,0.300868
1.988403-1.673725,0.314677
1.988697-1.673725,0.314971
2.003828-1.673725,0.330103
2.011174-1.673725,0.337448
2.011614-1.673725,0.337889
2.012349-1.673725,0.338624
2.013230-1.673725,0.339505
2.015581-1.673725,0.341855
2.049663-1.673725,0.375938
2.056274-1.673725,0.382549
2.060388-1.673725,0.386662
2.061122-1.673725,0.387397
2.091239-1.673725,0.417513
2.095499-1.673725,0.421774
2.098584-1.673725,0.424859
2.103432-1.673725,0.429706
2.114009-1.673725,0.440284
2.136046-1.673725,0.462320
2.168806-1.673725,0.495081
2.173801-1.673725,0.500076
2.183644-1.673725,0.509918
2.208178-1.673725,0.534452
2.215964-1.673725,0.542238
2.225807-1.673725,0.552081
2.226541-1.673725,0.552816
2.277959-1.673725,0.604233
2.312923-1.673725,0.639198
2.316890-1.673725,0.643164
2.381089-1.673725,0.707363
2.416200-1.673725,0.742474
2.442496-1.673725,0.768771
2.447197-1.673725,0.773472
2.473934-1.673725,0.800209
2.494061-1.673725,0.820336
1.674754-1.674313,0.000441
1.675048-1.674313,0.000735
1.677251-1.674313,0.002938
1.678427-1.674313,0.004114
1.689738-1.674313,0.015425
1.694586-1.674313,0.020273
1.700610-1.674313,0.026297
1.707514-1.674313,0.033201
1.716770-1.674313,0.042457
1.717063-1.674313,0.042750
1.717504-1.674313,0.043191
1.717798-1.674313,0.043485
1.718385-1.674313,0.044072
1.720589-1.674313,0.046276
1.721617-1.674313,0.047304
1.722205-1.674313,0.047892
1.722646-1.674313,0.048333
1.724115-1.674313,0.049802
1.744829-1.674313,0.070516
1.751587-1.674313,0.077274
1.756729-1.674313,0.082416
1.757022-1.674313,0.082709
1.757463-1.674313,0.083150
1.757757-1.674313,0.083444
1.758051-1.674313,0.083738
1.758491-1.674313,0.084178
1.759079-1.674313,0.084766
1.759667-1.674313,0.085354
1.759961-1.674313,0.085648
1.760401-1.674313,0.086088
1.799626-1.674313,0.125313
1.800213-1.674313,0.125900
1.800654-1.674313,0.126341
1.800948-1.674313,0.126635
1.801389-1.674313,0.127076
1.801682-1.674313,0.127369
1.802123-1.674313,0.127810
1.802564-1.674313,0.128251
1.804180-1.674313,0.129867
1.804621-1.674313,0.130308
1.805208-1.674313,0.130895
1.805502-1.674313,0.131189
1.805796-1.674313,0.131483
1.806090-1.674313,0.131777
1.806530-1.674313,0.132217
1.809469-1.674313,0.135156
1.834296-1.674313,0.159983
1.838997-1.674313,0.164684
1.841641-1.674313,0.167328
1.842523-1.674313,0.168210
1.842964-1.674313,0.168651
1.843257-1.674313,0.168945
1.844139-1.674313,0.169826
1.845167-1.674313,0.170854
1.856773-1.674313,0.182460
1.885126-1.674313,0.210813
1.885420-1.674313,0.211107
1.885714-1.674313,0.211401
1.886008-1.674313,0.211695
1.887036-1.674313,0.212723
1.888946-1.674313,0.214633
1.889681-1.674313,0.215368
1.889974-1.674313,0.215661
1.890268-1.674313,0.215955
1.891003-1.674313,0.216690
1.921853-1.674313,0.247540
1.925526-1.674313,0.251213
1.927436-1.674313,0.253123
1.927877-1.674313,0.253564
1.928758-1.674313,0.254445
1.929052-1.674313,0.254739
1.938748-1.674313,0.264435
1.947269-1.674313,0.272956
1.969599-1.674313,0.295286
1.971949-1.674313,0.297636
1.972684-1.674313,0.298371
1.973859-1.674313,0.299546
1.974593-1.674313,0.300280
1.988403-1.674313,0.314090
1.988697-1.674313,0.314384
2.003828-1.674313,0.329515
2.011174-1.674313,0.336861
2.011614-1.674313,0.337301
2.012349-1.674313,0.338036
2.013230-1.674313,0.338917
2.015581-1.674313,0.341268
2.049663-1.674313,0.375350
2.056274-1.674313,0.381961
2.060388-1.674313,0.386075
2.061122-1.674313,0.386809
2.091239-1.674313,0.416926
2.095499-1.674313,0.421186
2.098584-1.674313,0.424271
2.103432-1.674313,0.429119
2.114009-1.674313,0.439696
2.136046-1.674313,0.461733
2.168806-1.674313,0.494493
2.173801-1.674313,0.499488
2.183644-1.674313,0.509331
2.208178-1.674313,0.533865
2.215964-1.674313,0.541651
2.225807-1.674313,0.551494
2.226541-1.674313,0.552228
2.277959-1.674313,0.603646
2.312923-1.674313,0.638610
2.316890-1.674313,0.642577
2.381089-1.674313,0.706776
2.416200-1.674313,0.741887
2.442496-1.674313,0.768183
2.447197-1.674313,0.772884
2.473934-1.674313,0.799621
2.494061-1.674313,0.819748
1.675048-1.674754,0.000294
1.677251-1.674754,0.002497
1.678427-1.674754,0.003673
1.689738-1.674754,0.014985
1.694586-1.674754,0.019833
1.700610-1.674754,0.025856
1.707514-1.674754,0.032760
1.716770-1.674754,0.042016
1.717063-1.674754,0.042309
1.717504-1.674754,0.042750
1.717798-1.674754,0.043044
1.718385-1.674754,0.043632
1.720589-1.674754,0.045835
1.721617-1.674754,0.046864
1.722205-1.674754,0.047451
1.722646-1.674754,0.047892
1.724115-1.674754,0.049361
1.744829-1.674754,0.070075
1.751587-1.674754,0.076833
1.756729-1.674754,0.081975
1.757022-1.674754,0.082269
1.757463-1.674754,0.082709
1.757757-1.674754,0.083003
1.758051-1.674754,0.083297
1.758491-1.674754,0.083738
1.759079-1.674754,0.084325
1.759667-1.674754,0.084913
1.759961-1.674754,0.085207
1.760401-1.674754,0.085647
1.799626-1.674754,0.124872
1.800213-1.674754,0.125460
1.800654-1.674754,0.125900
1.800948-1.674754,0.126194
1.801389-1.674754,0.126635
1.801682-1.674754,0.126929
1.802123-1.674754,0.127369
1.802564-1.674754,0.127810
1.804180-1.674754,0.129426
1.804621-1.674754,0.129867
1.805208-1.674754,0.130455
1.805502-1.674754,0.130748
1.805796-1.674754,0.131042
1.806090-1.674754,0.131336
1.806530-1.674754,0.131777
1.809469-1.674754,0.134715
1.834296-1.674754,0.159542
1.838997-1.674754,0.164243
1.841641-1.674754,0.166888
1.842523-1.674754,0.167769
1.842964-1.674754,0.168210
1.843257-1.674754,0.168504
1.844139-1.674754,0.169385
1.845167-1.674754,0.170414
1.856773-1.674754,0.182019
1.885126-1.674754,0.210373
1.885420-1.674754,0.210666
1.885714-1.674754,0.210960
1.886008-1.674754,0.211254
1.887036-1.674754,0.212282
1.888946-1.674754,0.214192
1.889681-1.674754,0.214927
1.889974-1.674754,0.215221
1.890268-1.674754,0.215514
1.891003-1.674754,0.216249
1.921853-1.674754,0.247100
1.925526-1.674754,0.250772
1.927436-1.674754,0.252682
1.927877-1.674754,0.253123
1.928758-1.674754,0.254004
1.929052-1.674754,0.254298
1.938748-1.674754,0.263994
1.947269-1.674754,0.272515
1.969599-1.674754,0.294845
1.971949-1.674754,0.297195
1.972684-1.674754,0.297930
1.973859-1.674754,0.299105
1.974593-1.674754,0.299840
1.988403-1.674754,0.313649
1.988697-1.674754,0.313943
2.003828-1.674754,0.329074
2.011174-1.674754,0.336420
2.011614-1.674754,0.336861
2.012349-1.674754,0.337595
2.013230-1.674754,0.338477
2.015581-1.674754,0.340827
2.049663-1.674754,0.374910
2.056274-1.674754,0.381521
2.060388-1.674754,0.385634
2.061122-1.674754,0.386369
2.091239-1.674754,0.416485
2.095499-1.674754,0.420745
2.098584-1.674754,0.423830
2.103432-1.674754,0.428678
2.114009-1.674754,0.439256
2.136046-1.674754,0.461292
2.168806-1.674754,0.494052
2.173801-1.674754,0.499047
2.183644-1.674754,0.508890
2.208178-1.674754,0.533424
2.215964-1.674754,0.541210
2.225807-1.674754,0.551053
2.226541-1.674754,0.551787
2.277959-1.674754,0.603205
2.312923-1.674754,0.638169
2.316890-1.674754,0.642136
2.381089-1.674754,0.706335
2.416200-1.674754,0.741446
2.442496-1.674754,0.767742
2.447197-1.674754,0.772443
2.473934-1.674754,0.799181
2.494061-1.674754,0.819307
1.677251-1.675048,0.002204
1.678427-1.675048,0.003379
1.689738-1.675048,0.014691
1.694586-1.675048,0.019539
1.700610-1.675048,0.025562
1.707514-1.675048,0.032467
1.716770-1.675048,0.041722
1.717063-1.675048,0.042016
1.717504-1.675048,0.042456
1.717798-1.675048,0.042750
1.718385-1.675048,0.043338
1.720589-1.675048,0.045541
1.721617-1.675048,0.046570
1.722205-1.675048,0.047157
1.722646-1.675048,0.047598
1.724115-1.675048,0.049067
1.744829-1.675048,0.069781
1.751587-1.675048,0.076539
1.756729-1.675048,0.081681
1.757022-1.675048,0.081975
1.757463-1.675048,0.082415
1.757757-1.675048,0.082709
1.758051-1.675048,0.083003
1.758491-1.675048,0.083444
1.759079-1.675048,0.084032
1.759667-1.675048,0.084619
1.759961-1.675048,0.084913
1.760401-1.675048,0.085354
1.799626-1.675048,0.124578
1.800213-1.675048,0.125166
1.800654-1.675048,0.125606
1.800948-1.675048,0.125900
1.801389-1.675048,0.126341
1.801682-1.675048,0.126635
1.802123-1.675048,0.127076
1.802564-1.675048,0.127516
1.804180-1.675048,0.129132
1.804621-1.675048,0.129573
1.805208-1.675048,0.130161
1.805502-1.675048,0.130454
1.805796-1.675048,0.130748
1.806090-1.675048,0.131042
1.806530-1.675048,0.131483
1.809469-1.675048,0.134421
1.834296-1.675048,0.159248
1.838997-1.675048,0.163949
1.841641-1.675048,0.166594
1.842523-1.675048,0.167475
1.842964-1.675048,0.167916
1.843257-1.675048,0.168210
1.844139-1.675048,0.169091
1.845167-1.675048,0.170120
1.856773-1.675048,0.181725
1.885126-1.675048,0.210079
1.885420-1.675048,0.210373
1.885714-1.675048,0.210666
1.886008-1.675048,0.210960
1.887036-1.675048,0.211988
1.888946-1.675048,0.213898
1.889681-1.675048,0.214633
1.889974-1.675048,0.214927
1.890268-1.675048,0.215221
1.891003-1.675048,0.215955
1.921853-1.675048,0.246806
1.925526-1.675048,0.250478
1.927436-1.675048,0.252388
1.927877-1.675048,0.252829
1.928758-1.675048,0.253710
1.929052-1.675048,0.254004
1.938748-1.675048,0.263700
1.947269-1.675048,0.272221
1.969599-1.675048,0.294551
1.971949-1.675048,0.296901
1.972684-1.675048,0.297636
1.973859-1.675048,0.298811
1.974593-1.675048,0.299546
1.988403-1.675048,0.313355
1.988697-1.675048,0.313649
2.003828-1.675048,0.328781
2.011174-1.675048,0.336126
2.011614-1.675048,0.336567
2.012349-1.675048,0.337301
2.013230-1.675048,0.338183
2.015581-1.675048,0.340533
2.049663-1.675048,0.374616
2.056274-1.675048,0.381227
2.060388-1.675048,0.385340
2.061122-1.675048,0.386075
2.091239-1.675048,0.416191
2.095499-1.675048,0.420451
2.098584-1.675048,0.423536
2.103432-1.675048,0.428384
2.114009-1.675048,0.438962
2.136046-1.675048,0.460998
2.168806-1.675048,0.493759
2.173801-1.675048,0.498753
2.183644-1.675048,0.508596
2.208178-1.675048,0.533130
2.215964-1.675048,0.540916
2.225807-1.675048,0.550759
2.226541-1.675048,0.551493
2.277959-1.675048,0.602911
2.312923-1.675048,0.637876
2.316890-1.675048,0.641842
2.381089-1.675048,0.706041
2.416200-1.675048,0.741152
2.442496-1.675048,0.767448
2.447197-1.675048,0.772150
2.473934-1.675048,0.798887
2.494061-1.675048,0.819013
1.678427-1.677251,0.001175
1.689738-1.677251,0.012487
1.694586-1.677251,0.017335
1.700610-1.677251,0.023358
1.707514-1.677251,0.030263
1.716770-1.677251,0.039518
1.717063-1.677251,0.039812
1.717504-1.677251,0.040253
1.717798-1.677251,0.040547
1.718385-1.677251,0.041134
1.720589-1.677251,0.043338
1.721617-1.677251,0.044366
1.722205-1.677251,0.044954
1.722646-1.677251,0.045395
1.724115-1.677251,0.046864
1.744829-1.677251,0.067578
1.751587-1.677251,0.074336
1.756729-1.677251,0.079477
1.757022-1.677251,0.079771
1.757463-1.677251,0.080212
1.757757-1.677251,0.080506
1.758051-1.677251,0.080799
1.758491-1.677251,0.081240
1.759079-1.677251,0.081828
1.759667-1.677251,0.082416
1.759961-1.677251,0.082709
1.760401-1.677251,0.083150
1.799626-1.677251,0.122375
1.800213-1.677251,0.122962
1.800654-1.677251,0.123403
1.800948-1.677251,0.123697
1.801389-1.677251,0.124137
1.801682-1.677251,0.124431
1.802123-1.677251,0.124872
1.802564-1.677251,0.125313
1.804180-1.677251,0.126929
1.804621-1.677251,0.127369
1.805208-1.677251,0.127957
1.805502-1.677251,0.128251
1.805796-1.677251,0.128545
1.806090-1.677251,0.128838
1.806530-1.677251,0.129279
1.809469-1.677251,0.132217
1.834296-1.677251,0.157045
1.838997-1.677251,0.161746
1.841641-1.677251,0.164390
1.842523-1.677251,0.165272
1.842964-1.677251,0.165713
1.843257-1.677251,0.166006
1.844139-1.677251,0.166888
1.845167-1.677251,0.167916
1.856773-1.677251,0.179522
1.885126-1.677251,0.207875
1.885420-1.677251,0.208169
1.885714-1.677251,0.208463
1.886008-1.677251,0.208757
1.887036-1.677251,0.209785
1.888946-1.677251,0.211695
1.889681-1.677251,0.212429
1.889974-1.677251,0.212723
1.890268-1.677251,0.213017
1.891003-1.677251,0.213752
1.921853-1.677251,0.244602
1.925526-1.677251,0.248275
1.927436-1.677251,0.250185
1.927877-1.677251,0.250625
1.928758-1.677251,0.251507
1.929052-1.677251,0.251801
1.938748-1.677251,0.261497
1.947269-1.677251,0.270017
1.969599-1.677251,0.292347
1.971949-1.677251,0.294698
1.972684-1.677251,0.295432
1.973859-1.677251,0.296608
1.974593-1.677251,0.297342
1.988403-1.677251,0.311152
1.988697-1.677251,0.311445
2.003828-1.677251,0.326577
2.011174-1.677251,0.333922
2.011614-1.677251,0.334363
2.012349-1.677251,0.335098
2.013230-1.677251,0.335979
2.015581-1.677251,0.338330
2.049663-1.677251,0.372412
2.056274-1.677251,0.379023
2.060388-1.677251,0.383137
2.061122-1.677251,0.383871
2.091239-1.677251,0.413987
2.095499-1.677251,0.418248
2.098584-1.677251,0.421333
2.103432-1.677251,0.426181
2.114009-1.677251,0.436758
2.136046-1.677251,0.458794
2.168806-1.677251,0.491555
2.173801-1.677251,0.496550
2.183644-1.677251,0.506393
2.208178-1.677251,0.530926
2.215964-1.677251,0.538712
2.225807-1.677251,0.548555
2.226541-1.677251,0.549290
2.277959-1.677251,0.600708
2.312923-1.677251,0.635672
2.316890-1.677251,0.639638
2.381089-1.677251,0.703837
2.416200-1.677251,0.738948
2.442496-1.677251,0.765245
2.447197-1.677251,0.769946
2.473934-1.677251,0.796683
2.494061-1.677251,0.816810
1.689738-1.678427,0.011312
1.694586-1.678427,0.016160
1.700610-1.678427,0.022183
1.707514-1.678427,0.029088
1.716770-1.678427,0.038343
1.717063-1.678427,0.038637
1.717504-1.678427,0.039077
1.717798-1.678427,0.039371
1.718385-1.678427,0.039959
1.720589-1.678427,0.042163
1.721617-1.678427,0.043191
1.722205-1.678427,0.043779
1.722646-1.678427,0.044219
1.724115-1.678427,0.045688
1.744829-1.678427,0.066402
1.751587-1.678427,0.073160
1.756729-1.678427,0.078302
1.757022-1.678427,0.078596
1.757463-1.678427,0.079037
1.757757-1.678427,0.079330
1.758051-1.678427,0.079624
1.758491-1.678427,0.080065
1.759079-1.678427,0.080653
1.759667-1.678427,0.081240
1.759961-1.678427,0.081534
1.760401-1.678427,0.081975
1.799626-1.678427,0.121199
1.800213-1.678427,0.121787
1.800654-1.678427,0.122228
1.800948-1.678427,0.122521
1.801389-1.678427,0.122962
1.801682-1.678427,0.123256
1.802123-1.678427,0.123697
1.802564-1.678427,0.124137
1.804180-1.678427,0.125753
1.804621-1.678427,0.126194
